,Ponto de Bezier,A - Coordenada X,A - Coordenada Y,AoA,Reynolds,CL,CD
782,4,0.1696,-0.0291,3.49,822378.84,0.1305,0.00874
783,4,-0.0422,0.0011,7.24,647935.55,0.7255,0.03414
784,1,-0.008,-0.0227,-18.52,1877842.97,-1.7186,0.03061
785,4,-0.1135,-0.0819,8.16,1768257.31,0.5166,0.01342
786,3,-0.0259,-0.0689,14.05,837714.5,1.3199,0.01722
787,4,0.0002,0.0336,3.14,3568602.72,0.49,0.00747
788,2,-0.0492,0.0365,13.15,3330170.17,0.5296,0.15705
789,2,-0.1544,0.0838,-15.71,171526.24,-1.0289,0.03223
790,3,-0.0105,-0.056,4.54,4278616.95,0.4525,0.00587
791,4,-0.137,-0.0606,-4.59,3746209.84,-0.7396,0.00585
792,4,0.1077,0.0433,0.61,799301.01,0.2478,0.00883
793,2,0.019,-0.0084,0.67,2971958.7,0.0526,0.00807
794,2,0.0062,0.0589,-16.87,2850690.94,-1.6084,0.01449
795,4,-0.1333,-0.0546,12.88,4491775.3,0.9702,0.02091
796,4,0.1392,0.0378,1.72,3462598.85,0.3404,0.00771
797,4,-0.1906,0.0105,-1.02,1041063.0,-0.0338,0.00664
798,4,-0.0361,-0.0026,5.9,1016394.8,0.6761,0.01319
799,4,-0.0935,0.0629,0.31,3652883.05,0.2971,0.00703
800,4,-0.1789,-0.0263,6.43,3476546.1,0.6458,0.00771
801,4,-0.1465,-0.0133,-1.9,2252466.48,-0.2397,0.0058
802,2,0.1394,0.062,1.58,4735437.52,0.2995,0.00652
803,4,-0.0153,0.036,-14.07,845963.38,-0.5132,0.15183
804,4,0.066,0.0492,9.83,176659.77,0.7769,0.0828
805,1,-0.0263,-0.0078,7.19,4809349.96,0.7391,0.00772
806,2,-0.1691,0.0616,12.99,1157060.69,0.4536,0.20932
807,2,0.1665,-0.0046,0.55,238726.37,0.0458,0.0112
808,4,0.1012,0.0304,2.39,1155642.37,0.3785,0.00971
809,4,-0.033,-0.0689,-3.21,3248849.61,-0.6571,0.0048
810,4,0.1413,-0.0739,3.8,497148.48,0.0386,0.01228
811,4,0.1564,-0.0678,-0.92,2435080.46,-0.4228,0.00582
812,4,-0.1906,-0.0246,16.4,2833525.88,1.2172,0.03202
813,2,0.0812,0.0147,8.96,2638763.3,1.0142,0.01091
814,3,0.0712,-0.0772,14.56,2378987.37,1.3679,0.01729
815,3,0.1484,-0.0662,-10.62,2413244.85,-1.2245,0.0129
816,2,0.0481,0.0541,16.78,2114536.91,1.7607,0.02046
817,4,-0.1191,-0.0164,-10.16,4445684.47,-1.156,0.01098
818,3,0.1173,-0.0476,-3.03,4129756.2,-0.3775,0.0057
819,3,0.187,-0.0767,18.29,476433.7,0.5519,0.16902
820,4,-0.192,0.0059,-6.07,3565580.59,-0.6253,0.00717
821,3,0.1013,-0.0502,3.26,528616.35,0.2987,0.00912
822,4,0.067,-0.0744,-0.2,1005991.88,-0.373,0.00635
823,4,-0.0803,-0.0338,6.33,4584566.43,0.5722,0.00767
824,4,-0.1536,0.0587,2.67,3756779.41,0.5407,0.00758
825,4,0.0588,-0.03,14.51,215153.15,0.4278,0.15569
826,4,-0.1908,-0.0412,12.17,2398165.42,1.1652,0.01605
827,4,-0.0329,-0.0045,-2.27,1245554.81,-0.2503,0.00567
828,2,0.0263,0.0187,12.18,2151081.97,1.33,0.01432
829,2,-0.1227,-0.0184,3.53,3263549.88,0.3466,0.01755
830,4,-0.0629,0.0485,4.9,4347789.28,0.7426,0.00682
831,2,0.0042,0.0257,-11.98,3543823.21,-1.2554,0.01105
832,3,0.1222,-0.0666,3.1,1526574.16,0.2866,0.00931
833,2,0.0932,0.0625,1.41,2086380.55,0.2812,0.00936
834,3,-0.0545,-0.0553,1.52,3917135.94,0.1112,0.00615
835,4,0.1339,0.0715,-3.07,1920649.29,-0.0154,0.00622
836,4,-0.0091,0.0364,0.67,3535488.45,0.2311,0.00761
837,4,-0.1633,-0.0175,6.26,3539460.39,0.6589,0.00757
838,3,-0.1981,0.032,-18.66,186457.16,-0.611,0.20225
839,4,-0.0578,0.0626,1.11,1821322.6,0.3846,0.00748
840,3,-0.0386,-0.0559,-7.17,4078769.14,-0.8713,0.00929
841,3,-0.0729,-0.0508,11.52,3492133.52,1.1809,0.01103
842,4,-0.053,-0.0335,-3.14,1104019.68,-0.4788,0.0059
843,4,-0.1926,0.0657,8.91,3227832.99,1.2006,0.01648
844,2,0.0076,0.036,6.63,2947216.87,0.8413,0.00849
845,3,0.0413,-0.0829,-8.59,1043238.72,-0.9734,0.02733
846,4,-0.1872,-0.0444,5.14,178797.62,0.5124,0.03754
847,4,-0.0136,-0.0759,-7.02,606318.09,-0.8571,0.01814
848,4,-0.1592,-0.0618,12.69,2590621.88,0.9645,0.02117
849,3,0.1736,-0.0738,-1.22,3551750.29,-0.2065,0.0075
850,3,-0.0026,-0.0823,1.28,713043.78,0.0625,0.00819
851,2,-0.017,0.0671,-11.87,1349956.84,-1.1765,0.01044
852,4,-0.0302,0.001,-0.29,2640148.76,-0.0223,0.00824
853,2,-0.1628,0.0712,-2.47,291590.83,-0.1113,0.01259
854,4,-0.1386,-0.084,9.51,4195127.15,0.7146,0.01054
855,3,0.1819,-0.083,-5.87,2584599.24,-0.7546,0.00669
856,3,0.1084,-0.0506,-4.86,3156229.64,-0.5784,0.00754
857,2,0.0275,0.0574,8.35,3557707.95,1.1058,0.00964
858,4,-0.1624,0.0296,-0.69,190556.03,-0.0042,0.01191
859,3,-0.0383,0.0139,-0.56,1245680.37,-0.0385,0.0073
860,4,0.1595,0.0474,-12.94,1503752.79,-0.4541,0.14613
861,2,0.0127,0.079,-16.22,537895.56,-1.3197,0.0232
862,1,-0.0144,-0.0236,9.13,3833152.12,0.9053,0.00934
863,3,0.1192,-0.0563,-8.13,4830674.46,-0.9656,0.00892
864,3,0.0222,-0.0573,-7.18,4964880.64,-0.8779,0.00755
865,4,-0.1728,-0.0094,-4.78,2482854.07,-0.5378,0.00679
866,3,-0.1263,-0.0459,4.31,2153731.82,0.4263,0.00699
867,4,-0.0658,-0.0203,-0.25,1952840.44,-0.1067,0.00594
868,2,-0.1904,-0.0657,0.44,681141.32,-0.0117,0.02751
869,4,-0.1644,0.0565,-4.33,646488.44,-0.2913,0.04975
870,2,0.005,0.0482,9.48,2472736.32,1.211,0.01259
871,3,0.1598,-0.0846,4.9,1646465.61,0.478,0.00958
872,4,-0.1267,-0.0814,9.15,2083707.21,0.6113,0.0148
873,4,-0.0258,0.011,-9.05,787668.16,-0.6069,0.05945
874,3,-0.061,-0.0473,14.29,2097320.06,1.3897,0.01585
875,2,0.0156,-0.0053,19.7,2398861.11,0.6198,0.21158
876,2,0.0047,0.025,-6.85,3104248.36,-0.7215,0.00719
877,3,0.0426,-0.0845,16.66,2499981.23,1.5582,0.01664
878,3,0.1912,0.0009,3.78,2516835.86,0.4269,0.00853
879,4,0.1216,-0.0611,0.4,3331927.65,-0.1385,0.00916
880,4,-0.0945,0.0068,-4.97,4298569.67,-0.4976,0.00609
881,2,0.0336,0.085,-12.55,4465746.1,-1.2593,0.01072
882,4,0.0313,-0.0862,5.85,1086803.14,0.1655,0.0108
883,3,0.1881,0.0116,-4.11,2941862.26,-0.4127,0.0086
884,2,-0.0369,0.0829,-11.45,4122048.34,-1.1227,0.00835
885,2,0.0724,0.0303,-1.35,4669017.88,-0.1045,0.00638
886,3,-0.0682,-0.0414,-0.34,2128277.82,-0.0782,0.0063
887,4,0.0917,0.0026,-13.71,323994.14,-0.5069,0.14896
888,3,0.0171,-0.0795,-6.16,4988440.87,-0.7925,0.00721
889,1,0.0029,-0.0361,1.69,3347590.48,0.0232,0.00714
890,2,-0.0621,-0.04,2.78,1102203.48,0.2159,0.0072
891,2,0.0995,0.0358,-0.59,547767.29,-0.0138,0.01145
892,1,-0.0003,-0.0428,-19.28,916842.27,-1.9856,0.03005
893,4,-0.1342,0.001,-15.54,1442000.85,-1.3124,0.02749
894,2,0.0911,0.0718,5.76,4626070.84,0.8274,0.00683
895,2,0.0034,0.0802,-10.09,1167151.54,-0.9668,0.01141
896,4,-0.0351,0.0529,-19.6,4901479.27,-0.6261,0.22646
897,2,0.0332,0.0529,0.61,1500067.09,0.1778,0.00802
898,4,-0.1225,0.0311,-4.73,4496597.7,-0.3704,0.00585
899,4,-0.0675,0.0013,3.95,4152102.72,0.4465,0.00618
900,3,0.1782,-0.0608,8.8,1686530.49,0.9235,0.0117
901,3,-0.0254,-0.0182,-0.84,2584173.59,-0.1049,0.00629
902,4,0.1419,-0.0367,-4.19,3747102.6,-0.531,0.00721
903,3,-0.0061,0.018,-3.31,248755.04,-0.4465,0.01227
904,2,-0.0125,0.044,-5.57,816982.77,-0.5386,0.0074
905,1,-0.0274,-0.0179,8.46,2124543.24,0.832,0.01123
906,2,0.1433,0.0685,-11.07,2278785.11,-1.0999,0.01507
907,3,-0.0381,-0.0867,-4.17,2074506.41,-0.563,0.00839
908,3,0.1418,-0.0785,-14.15,2834935.02,-1.5492,0.01796
909,2,0.0199,0.0814,-3.38,4737410.5,-0.2054,0.00741
910,3,-0.0002,0.0217,2.67,384931.72,0.3482,0.014
911,4,-0.1577,0.084,6.67,4938268.23,1.0478,0.01023
912,4,-0.0245,0.0019,2.68,2693972.31,0.2965,0.00615
913,4,-0.1081,0.0598,0.35,2783798.95,0.2914,0.00661
914,3,0.0461,0.0021,-4.39,926163.56,-0.484,0.01169
915,4,-0.0159,0.0709,5.7,915101.88,0.9001,0.01089
916,2,0.1456,0.078,3.76,3975499.84,0.605,0.00831
917,3,0.1774,-0.0109,-12.28,395483.73,-0.5834,0.09267
918,3,-0.0151,-0.0661,5.8,4230527.38,0.5835,0.00626
919,3,0.0737,-0.0687,-1.36,3712202.43,-0.2231,0.0061
920,4,0.1968,-0.0347,6.4,2457992.73,0.3681,0.00815
921,3,0.1699,-0.0898,-17.62,3387956.95,-0.8033,0.1219
922,4,0.0164,-0.0524,-2.98,3881980.21,-0.5863,0.0044
923,2,0.1094,0.0208,2.76,379423.36,0.3875,0.01021
924,4,-0.1834,-0.0748,11.55,4532390.62,0.9921,0.01146
925,3,-0.1549,-0.0861,-9.07,2260026.68,-0.3619,0.14024
926,3,0.0414,-0.078,3.46,667445.41,0.3138,0.00865
927,4,-0.1542,0.017,0.75,2636101.1,0.1735,0.00623
928,3,-0.0765,-0.0773,13.49,2161589.3,1.3291,0.01376
929,2,0.1129,0.0773,11.06,1441127.11,1.3588,0.02526
930,3,-0.0644,-0.0708,5.22,1166587.54,0.5032,0.00714
931,3,0.0324,-0.0162,2.84,346667.96,0.3618,0.01077
932,2,0.0102,0.0867,-3.1,3856925.9,-0.1554,0.00772
933,3,-0.0371,-0.0809,17.2,745661.22,1.4237,0.02366
934,4,0.0782,-0.0196,-1.66,2682630.87,-0.2942,0.00647
935,3,0.1254,-0.0704,-4.56,3157199.8,-0.5704,0.00772
936,3,-0.059,-0.018,-1.28,2919083.54,-0.1556,0.00611
937,3,0.0364,-0.0798,17.42,1759054.92,1.5088,0.02109
938,3,0.1665,-0.0286,-1.53,783903.33,-0.1661,0.00838
939,4,-0.1461,0.0486,8.24,864560.51,1.0387,0.02661
940,2,-0.1137,0.0541,-18.1,4836946.37,-1.4767,0.01922
941,4,-0.0735,-0.0806,19.34,295155.95,0.3661,0.21492
942,2,-0.1548,-0.0053,-0.85,4577794.78,-0.0829,0.00912
943,4,0.0958,-0.0527,5.02,335244.51,0.2092,0.01572
944,3,-0.0572,-0.0614,10.9,292860.52,1.0603,0.01706
945,4,-0.0828,-0.0144,-8.35,173603.97,-0.899,0.02014
946,2,0.1823,0.0783,-19.92,173043.37,-0.3748,0.22346
947,3,0.1199,-0.0592,2.68,4951762.44,0.2509,0.00746
948,2,0.1196,0.0067,1.03,1377671.71,0.1068,0.00792
949,4,0.1694,-0.0226,7.35,3472622.81,0.5696,0.0081
950,3,-0.1589,-0.0555,2.38,3333670.81,0.1997,0.00615
951,2,0.0024,0.018,-4.41,400380.63,-0.5407,0.00894
952,3,0.1749,-0.0593,0.39,1822406.57,-0.0035,0.00816
953,4,-0.1247,0.0042,-3.11,2639431.45,-0.2965,0.00549
954,2,0.0187,0.0443,3.98,4200645.56,0.5516,0.00668
955,3,-0.1851,-0.0608,2.39,3282215.35,0.1906,0.00656
956,2,0.0055,0.0093,-19.75,3562773.59,-1.3058,0.05377
957,2,0.0669,0.018,2.2,4840273.61,0.2663,0.00634
958,3,-0.181,-0.0517,4.1,4192093.72,0.3829,0.00797
959,4,-0.1113,-0.0003,-13.62,1638815.26,-1.2674,0.02213
960,3,0.0254,-0.0375,-18.26,2508512.26,-1.3275,0.04834
961,2,0.1607,0.0346,1.29,1651539.8,0.1778,0.00861
962,4,0.1971,-0.0777,3.17,1009105.87,0.0395,0.00956
963,4,-0.0987,-0.0095,-0.53,599221.85,-0.0715,0.00559
964,4,-0.1958,-0.0545,12.19,1472355.03,1.1433,0.01756
965,1,0.1924,-0.0047,-6.64,1086777.91,-0.4268,0.05006
966,3,0.1049,-0.0517,-1.42,4396433.22,-0.2053,0.00563
967,4,-0.1723,0.0084,0.41,1339201.01,0.106,0.00599
968,4,0.0007,-0.0702,-0.69,3021538.2,-0.4118,0.00681
969,4,-0.0551,0.0848,6.04,252757.35,0.9598,0.02306
970,3,-0.1287,-0.0651,-5.56,4848492.15,-0.6868,0.00791
971,3,0.0247,-0.0828,7.98,776747.67,0.8192,0.01022
972,3,0.0019,-0.0729,2.77,3325428.18,0.2378,0.00654
973,4,0.029,-0.0371,3.93,4338968.84,0.2353,0.00745
974,4,0.0928,0.0309,-3.93,464483.63,-0.3689,0.01243
975,3,-0.0128,-0.05,7.6,1192374.01,0.824,0.00907
976,4,-0.1389,0.01,-14.06,2347659.82,-1.3815,0.01947
977,4,-0.0652,-0.015,1.85,4637135.11,0.1498,0.00611
978,2,-0.1781,0.0686,-12.28,1172755.37,-1.0914,0.01222
979,4,-0.0748,0.0562,0.14,2456073.01,0.2528,0.00761
980,4,0.0586,-0.0156,-3.57,4200744.33,-0.4629,0.00637
981,2,0.1147,0.0496,15.2,1177483.33,0.7721,0.11505
982,2,0.0582,0.0471,-10.76,4975903.84,-1.1212,0.0094
983,4,0.0849,0.0482,6.75,4067773.67,0.9252,0.00882
984,2,0.0569,0.0515,-2.7,4374484.52,-0.205,0.0076
985,3,0.0008,-0.0807,3.4,1011589.71,0.2998,0.0079
986,3,0.0214,-0.0756,5.38,1684959.1,0.5258,0.00727
987,4,-0.185,-0.0643,-12.07,1738984.1,-1.2804,0.02077
988,4,0.0976,-0.0429,1.63,1095528.55,-0.082,0.00796
989,2,-0.0243,-0.0173,1.3,184526.28,0.089,0.0111
990,4,0.045,0.0351,3.02,893093.7,0.4737,0.00823
991,4,0.1793,0.0675,5.62,2175941.63,0.8991,0.0099
992,4,-0.0807,-0.0266,-1.99,1889714.8,-0.3191,0.0053
993,3,0.1553,-0.08,-7.91,1365341.1,-1.0164,0.00939
994,2,0.064,0.0659,9.99,1030552.93,0.5785,0.0966
995,4,0.0873,-0.0221,0.28,1879203.02,-0.0909,0.00926
996,4,-0.1116,-0.058,4.09,2803147.33,0.2308,0.00782
997,4,0.041,-0.0785,3.29,4442552.8,-0.0373,0.00668
998,4,0.0797,-0.0893,11.27,540996.03,0.0109,0.08005
999,4,0.1478,-0.009,-0.28,388851.52,-0.1168,0.00661
1000,4,-0.1067,0.0525,1.99,1898434.57,0.441,0.00536
1001,1,0.129,-0.0189,-0.44,3224494.11,-0.0744,0.01207
1002,4,-0.0205,-0.0163,-7.69,207563.06,-0.8034,0.03093
1003,2,0.0545,0.0426,-6.19,4775337.65,-0.6238,0.00855
1004,4,0.0529,0.0048,-0.12,4662399.32,-0.0037,0.00757
1005,2,0.0686,0.0411,-3.73,4722952.64,-0.3484,0.00798
1006,3,-0.0656,-0.0219,8.83,3986630.75,0.9439,0.0089
1007,3,-0.185,0.0175,-19.99,363293.19,-0.6164,0.22155
1008,4,-0.1599,0.0014,-2.87,3858037.13,-0.2864,0.0058
1009,3,-0.0078,-0.0519,14.24,875991.14,1.147,0.02798
1010,4,-0.1671,-0.0494,-10.26,4800563.76,-1.2622,0.01248
1011,3,0.0518,-0.0562,-2.81,1065796.21,-0.361,0.0075
1012,3,0.006,-0.0697,7.32,1851248.51,0.7676,0.00781
1013,2,0.0256,0.0619,-18.15,2543702.78,-1.6237,0.01806
1014,2,0.1735,0.064,16.29,3495606.62,0.8282,0.11681
1015,4,0.1049,0.0097,-3.19,3922536.34,-0.3234,0.00653
1016,2,0.054,0.0511,15.15,1732787.11,1.7129,0.0177
1017,3,0.1005,-0.0565,-13.8,425471.14,-1.0241,0.05211
1018,4,-0.1699,-0.0763,4.81,3899576.55,0.2638,0.00809
1019,3,-0.1618,-0.0214,6.98,987579.32,0.6897,0.03396
1020,3,0.0742,-0.0822,-16.0,4931594.83,-1.6401,0.01976
1021,3,0.0721,-0.053,4.03,2051811.3,0.3984,0.00776
1022,2,-0.0198,0.0282,-7.25,1775703.08,-0.7896,0.00782
1023,2,0.1632,0.0323,-2.2,2813627.93,-0.213,0.00809
1024,4,-0.1369,-0.0318,-11.58,2727050.59,-1.2976,0.01452
1025,4,-0.1987,0.0094,1.06,695882.95,0.1805,0.00549
1026,2,-0.1952,0.0112,-1.76,3113203.63,-0.1435,0.0087
1027,3,0.0971,-0.0134,18.12,3199315.21,0.5526,0.18964
1028,3,0.1567,-0.0458,4.31,3851233.14,0.4505,0.008
1029,2,0.032,0.083,-10.68,3012680.62,-1.0534,0.01007
1030,4,-0.1875,0.014,-12.48,1367297.72,-1.2287,0.01893
1031,4,-0.0554,0.0499,4.47,4035319.01,0.701,0.00645
1032,3,0.0393,0.0335,-6.7,283168.1,-0.6494,0.02928
1033,3,0.021,-0.0468,5.92,4871576.1,0.6094,0.00657
1034,4,0.0763,-0.0057,3.99,965809.2,0.3569,0.00902
1035,1,0.0875,-0.0298,-9.02,1185240.68,-1.0407,0.03436
1036,3,-0.0146,-0.0188,-0.51,687468.21,-0.0548,0.00732
1037,1,0.0856,-0.0358,9.26,873522.73,0.2996,0.13296
1038,2,0.0361,0.0738,-10.25,3655206.16,-1.0217,0.01001
1039,4,-0.1719,-0.0729,-3.79,4806073.21,-0.7033,0.00622
1040,4,0.1459,0.0606,2.51,2748027.85,0.5366,0.00807
1041,4,-0.1605,-0.0581,-8.85,4479733.16,-1.1517,0.0115
1042,4,-0.0222,-0.0614,-13.13,718067.04,-0.9433,0.05257
1043,4,0.1531,-0.061,-3.79,4971530.02,-0.4102,0.00945
1044,3,0.1868,-0.0822,2.12,4411397.37,0.1688,0.00761
1045,4,0.135,-0.0342,-12.31,192628.77,-0.5487,0.12049
1046,3,-0.0116,-0.0466,7.75,3115631.76,0.8328,0.00765
1047,4,-0.1276,-0.0778,5.32,4502461.04,0.2969,0.00795
1048,2,0.0139,0.0424,6.85,2878212.74,0.887,0.00896
1049,4,0.1164,-0.0742,-10.26,1517557.9,-0.8752,0.05973
1050,4,-0.1512,-0.0678,-4.35,1248127.86,-0.7369,0.00777
1051,4,-0.1476,-0.06,-17.02,855836.26,-0.9671,0.09759
1052,4,-0.1554,-0.043,-12.08,632205.7,-1.1585,0.0227
1053,3,-0.0134,-0.0585,10.91,846254.93,1.0793,0.01588
1054,3,0.0365,-0.0398,-18.94,250124.36,-0.5777,0.20367
1055,2,0.0287,0.0533,-6.29,1626654.8,-0.6061,0.00927
1056,4,0.0253,0.0355,0.97,1625225.02,0.2562,0.00871
1057,4,0.0174,0.062,-8.14,1575818.42,-0.4388,0.08902
1058,2,-0.0188,0.0387,-7.16,2013757.56,-0.7262,0.007
1059,2,-0.0626,0.0231,5.78,3350772.68,0.3598,0.05656
1060,3,-0.1001,-0.0674,5.37,544872.37,0.5801,0.00732
1061,3,-0.1373,-0.041,-13.28,1210609.08,-0.5126,0.15868
1062,2,-0.0266,0.0284,-10.44,1958269.08,-1.0786,0.01015
1063,3,-0.0146,-0.0331,10.75,1197330.58,1.1063,0.01349
1064,2,0.0665,0.0376,12.15,3569325.46,1.3966,0.01388
1065,3,-0.0837,-0.0267,-1.12,3756769.73,-0.1553,0.00673
1066,1,-0.0794,-0.0062,-9.8,4230628.57,-1.1221,0.01492
1067,3,-0.1376,-0.0648,2.85,4564837.87,0.2438,0.00609
1068,2,0.1047,0.0276,-8.76,1820539.21,-0.9199,0.01134
1069,3,0.182,-0.0253,1.46,1885174.42,0.1518,0.00827
1070,3,0.0831,0.0136,-2.11,1511707.22,-0.2191,0.00691
1071,4,-0.0639,-0.0213,-4.12,4533746.1,-0.5327,0.00523
1072,3,-0.0236,-0.0817,-6.21,1728078.74,-0.8166,0.01068
1073,4,-0.0742,-0.0062,-1.08,3976554.53,-0.1354,0.00712
1074,3,0.0603,-0.0462,16.4,337254.15,0.5911,0.13777
1075,2,0.089,0.0533,9.76,3613822.98,1.2048,0.01377
1076,2,-0.1942,-0.0734,4.78,2872661.08,0.3794,0.0025
1077,3,-0.1638,-0.0772,5.96,4428115.22,0.5622,0.00775
1078,3,-0.1216,-0.0169,-15.15,2213530.44,-0.5422,0.18516
1079,4,-0.0897,-0.0538,-11.16,618699.19,-1.0749,0.02451
1080,3,0.1646,-0.0268,2.94,4686099.63,0.3146,0.00685
1081,3,-0.0043,-0.0405,6.41,3560122.3,0.6771,0.00683
1082,1,-0.0659,-0.0189,-8.1,3596295.73,-1.0345,0.01331
1083,3,0.0848,-0.0599,2.27,607610.25,0.199,0.00898
1084,4,-0.109,-0.0431,-1.62,3424729.71,-0.3488,0.00634
1085,3,0.0388,-0.0643,-8.2,4416525.79,-1.0038,0.00844
1086,2,0.0483,0.0151,-10.88,4905513.44,-1.1621,0.01077
1087,2,-0.0255,0.0415,1.25,4138724.16,0.2383,0.00661
1088,3,-0.1009,-0.0557,10.43,1148800.32,1.027,0.0141
1089,2,-0.1985,-0.009,0.25,216865.78,0.0262,0.01057
1090,2,0.1721,0.0379,-2.04,3085639.91,-0.1848,0.00809
1091,2,0.0669,0.0442,-18.77,4996439.27,-1.5852,0.02294
1092,4,0.0997,0.0389,4.95,4346347.57,0.6985,0.00822
1093,3,0.1329,-0.0798,12.75,461940.64,0.9609,0.03309
1094,4,-0.0978,-0.0455,-3.37,567143.6,-0.5826,0.0083
1095,3,0.0529,-0.0755,13.96,2477064.69,1.4138,0.01403
1096,3,0.1053,-0.0365,2.78,4538808.45,0.2835,0.00723
1097,4,0.0724,-0.0054,-1.74,2918363.46,-0.2294,0.00745
1098,4,-0.0121,-0.0492,-4.2,4270491.84,-0.6789,0.00524
1099,2,0.041,0.0579,-9.74,4417155.7,-0.9964,0.00946
1100,4,-0.092,0.0417,2.17,4256503.01,0.4211,0.00605
1101,4,0.1601,-0.0114,2.11,160219.41,0.3764,0.0156
1102,3,0.1812,-0.0856,-2.76,1908906.61,-0.3861,0.00696
1103,3,-0.1558,-0.0879,6.78,3910461.38,0.637,0.00702
1104,4,-0.0227,0.0125,-3.03,4814895.71,-0.2747,0.00631
1105,2,-0.0227,0.0735,1.4,3708516.89,0.3447,0.00793
1106,3,0.028,-0.051,5.27,2848872.88,0.5304,0.0066
1107,1,-0.0033,-0.0025,2.3,924718.03,0.2288,0.00595
1108,2,-0.0774,0.0766,-17.81,4538698.65,-1.5628,0.01532
1109,3,0.148,0.0193,3.82,287489.56,0.4863,0.04039
1110,3,-0.0213,-0.0822,10.71,3642767.58,1.1113,0.00861
1111,4,-0.0964,-0.0062,-11.98,419299.31,-1.0735,0.02553
1112,3,0.0749,-0.0521,1.33,2858063.24,0.0987,0.00754
1113,3,-0.0165,-0.0809,-0.74,631764.68,-0.1552,0.00906
1114,3,-0.0012,-0.0464,8.04,3564761.53,0.8639,0.00763
1115,2,-0.0438,0.0223,9.53,287977.31,0.4202,0.11838
1116,3,-0.0662,-0.0784,1.14,982792.16,0.0465,0.00788
1117,3,0.0814,-0.0312,-8.6,2428244.53,-0.9975,0.01093
1118,2,0.0079,0.0288,-1.79,4381312.35,-0.1445,0.00599
1119,3,0.1875,-0.0817,-18.23,1049308.39,-0.8631,0.13181
1120,3,-0.0083,-0.0858,-17.22,352116.61,-0.5135,0.22496
1121,3,0.1329,-0.0175,-5.74,403269.46,-0.6601,0.01833
1122,4,-0.1131,0.0188,3.96,4802174.99,0.5343,0.00601
1123,4,0.0851,-0.0203,-3.02,924911.66,-0.4374,0.00768
1124,4,-0.1477,-0.0579,-4.6,3736289.31,-0.7275,0.00586
1125,3,0.1545,-0.07,-8.21,4726023.91,-0.9897,0.00911
1126,3,-0.0597,-0.0097,1.56,1214150.01,0.137,0.00679
1127,4,0.0083,-0.0004,-4.93,2676297.57,-0.5429,0.00709
1128,4,-0.1884,0.0772,10.44,1422959.52,1.3697,0.02062
1129,2,0.0241,0.0162,12.69,1972234.53,1.3525,0.01581
1130,4,0.0983,-0.0467,0.27,1032257.75,-0.2355,0.00602
1131,4,-0.0913,-0.0272,0.66,4331304.62,-0.0294,0.00641
1132,2,0.0951,0.0825,3.27,3678284.06,0.5695,0.00727
1133,4,-0.171,-0.0777,0.81,3423730.64,-0.1986,0.00755
1134,2,-0.0024,0.0308,6.22,1073623.65,0.8093,0.01123
1135,2,0.1898,0.0372,-2.2,4195444.85,-0.2118,0.00863
1136,3,0.0038,-0.0776,-4.03,3748587.14,-0.5422,0.00687
1137,3,0.1291,-0.0826,-3.15,4266785.98,-0.4445,0.00685
1138,4,-0.0996,0.0844,1.67,2223670.21,0.5228,0.00681
1139,1,-0.0264,-0.0036,2.63,4764968.97,0.2575,0.00686
1140,4,-0.1779,0.0276,17.88,3357217.9,1.3744,0.05353
1141,2,-0.0266,0.0275,1.85,3404076.99,0.2667,0.00665
1142,3,0.0,-0.0497,-3.76,2684238.28,-0.4661,0.00691
1143,4,-0.102,0.0039,-19.43,604280.53,-0.5961,0.2104
1144,3,0.0235,-0.0509,14.7,3246836.97,1.451,0.01598
1145,1,-0.0243,-0.0433,-19.09,2202523.98,-1.2842,0.08745
1146,4,0.1256,-0.0311,1.35,2248965.4,-0.0284,0.00924
1147,2,-0.1608,0.0851,-6.07,714089.16,-0.4571,0.01031
1148,3,0.0318,0.0036,0.85,1568629.42,0.0853,0.00663
1149,4,-0.0409,-0.0093,-4.95,4079923.98,-0.5673,0.00665
1150,3,-0.0363,-0.081,-3.81,2507604.13,-0.5167,0.00763
1151,4,-0.1559,-0.0195,4.66,4115003.62,0.4673,0.00669
1152,2,-0.1063,0.0012,-1.58,1535158.55,-0.1522,0.0103
1153,4,-0.1459,-0.0895,-3.78,3284386.21,-0.7647,0.00624
1154,3,0.1137,-0.0105,0.68,4140477.56,0.0713,0.00624
1155,1,-0.0513,0.0001,7.94,208621.46,0.7919,0.03053
1156,4,-0.162,-0.025,-1.92,831251.31,-0.2713,0.00681
1157,4,0.1714,0.0376,4.43,240942.09,0.604,0.014
1158,4,-0.1172,0.0036,5.13,3509620.18,0.6073,0.00697
1159,3,0.1564,-0.0683,7.15,1192956.64,0.7222,0.01045
1160,4,-0.198,0.0268,13.82,4843426.86,1.2679,0.03342
1161,4,-0.0766,0.0617,-0.74,4900662.94,0.1749,0.01061
1162,2,-0.1272,0.0818,8.91,2080098.95,0.3077,0.17414
1163,3,0.015,-0.0003,0.55,2242069.07,0.0527,0.00665
1164,3,0.1799,-0.0829,8.77,174183.6,0.6919,0.04491
1165,2,-0.0073,0.036,-1.21,4859671.76,-0.0584,0.00618
1166,4,0.0852,0.0227,0.98,3758741.02,0.1942,0.00766
1167,4,-0.1703,-0.0032,0.12,2016585.76,0.0271,0.00678
1168,4,0.1227,-0.0095,-1.96,3563209.62,-0.29,0.00802
1169,4,0.031,0.001,5.16,3636563.59,0.5543,0.0067
